,id,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category
21452,21452,10,8000000.0,70.6,2018-07-10T00:00:00,2,3.19,4.0,44.4,2,False,False,False,10.6,0,Санкт-Петербург,19802.0,3904.0,0.0,5000.0,1.0,391.0,17,113314,центр
21453,21453,7,3750000.0,45.0,2017-09-10T00:00:00,2,2.75,9.0,28.0,3,False,False,False,8.5,0,Санкт-Петербург,42715.0,15218.0,2.0,334.0,0.0,5000.0,67,83333,в пределах города
21455,21455,15,5850000.0,54.6,2019-04-30T00:00:00,2,3.0,7.0,33.1,3,False,False,False,8.0,0,Санкт-Петербург,16093.0,8414.0,0.0,5000.0,0.0,5000.0,0,107142,в пределах города
21456,21456,12,14500000.0,111.0,2018-08-18T00:00:00,3,2.8,25.0,65.4,21,False,False,False,12.0,0,Санкт-Петербург,36533.0,9289.0,1.0,674.0,0.0,5000.0,70,130630,в пределах города
21457,21457,1,3900000.0,52.0,2017-11-24T00:00:00,2,2.7,9.0,28.5,5,False,False,False,7.4,0,Петергоф,46125.0,49550.0,0.0,5000.0,0.0,5000.0,23,75000,область
21458,21458,7,5616379.0,47.4,2018-07-23T00:00:00,1,3.0,4.0,20.52,3,True,False,False,14.04,2,Санкт-Петербург,44870.0,20802.0,0.0,5000.0,0.0,5000.0,0,118489,область
21459,21459,19,7300000.0,45.0,2017-12-01T00:00:00,1,2.8,16.0,18.0,11,False,False,False,13.0,0,Санкт-Петербург,9989.0,11323.0,1.0,744.0,1.0,1157.0,74,162222,в пределах города
21460,21460,7,8500000.0,113.0,2015-07-31T00:00:00,4,2.75,25.0,62.0,3,False,False,False,14.0,0,Санкт-Петербург,33793.0,13662.0,0.0,5000.0,0.0,5000.0,430,75221,в пределах города
21462,21462,18,5750000.0,57.1,2018-10-22T00:00:00,3,2.6,9.0,38.8,2,False,False,False,7.0,2,Санкт-Петербург,35790.0,12539.0,1.0,306.0,1.0,129.0,24,100700,в пределах города
21463,21463,20,3450000.0,31.5,2018-09-24T00:00:00,1,2.5,5.0,18.0,3,False,False,False,5.5,0,Санкт-Петербург,44214.0,14119.0,0.0,5000.0,0.0,5000.0,15,109523,в пределах города
21464,21464,18,4800000.0,40.0,2018-05-30T00:00:00,1,2.69,12.0,20.0,6,False,False,False,8.0,2,Санкт-Петербург,36832.0,11510.0,0.0,5000.0,0.0,5000.0,151,120000,в пределах города
21465,21465,15,4700000.0,47.3,2017-01-20T00:00:00,2,2.57,10.0,28.5,5,False,False,False,6.9,2,Санкт-Петербург,17625.0,15500.0,1.0,812.0,0.0,5000.0,145,99365,в пределах города
21466,21466,15,5050000.0,58.0,2017-11-22T00:00:00,3,2.75,5.0,43.6,3,False,False,False,5.7,1,Санкт-Петербург,39923.0,9183.0,0.0,5000.0,0.0,5000.0,12,87068,в пределах города
21470,21470,20,15000000.0,59.0,2017-07-25T00:00:00,2,2.75,12.0,30.0,9,False,False,False,13.0,0,Санкт-Петербург,17313.0,7963.0,0.0,5000.0,0.0,5000.0,15,254237,в пределах города
21471,21471,6,7900000.0,85.6,2016-06-22T00:00:00,3,3.19,5.0,61.3,1,False,False,False,7.0,0,Санкт-Петербург,25474.0,4049.0,1.0,551.0,0.0,5000.0,189,92289,центр
21472,21472,7,6100000.0,70.3,2016-02-18T00:00:00,3,2.6,9.0,44.2,2,False,False,False,8.8,0,Санкт-Петербург,25195.0,14409.0,0.0,5000.0,0.0,5000.0,280,86770,в пределах города
21474,21474,1,10650000.0,106.9,2017-11-10T00:00:00,3,3.19,25.0,56.0,5,False,False,False,15.9,2,Санкт-Петербург,19413.0,4622.0,0.0,5000.0,1.0,903.0,35,99625,центр
21475,21475,5,15000000.0,102.18,2017-11-09T00:00:00,3,3.0,19.0,52.6,17,False,False,False,10.0,2,Санкт-Петербург,18907.0,4500.0,0.0,5000.0,0.0,5000.0,90,146799,центр
21477,21477,0,5170000.0,64.2,2017-11-08T00:00:00,3,2.75,15.0,42.0,14,False,False,False,10.3,0,Санкт-Петербург,15856.0,11100.0,0.0,5000.0,0.0,5000.0,21,80529,в пределах города
21479,21479,7,3600000.0,43.4,2017-11-01T00:00:00,2,2.68,5.0,28.1,1,False,False,False,5.2,0,Пушкин,15108.0,27262.0,0.0,5000.0,0.0,5000.0,0,82949,область
21481,21481,5,13043097.0,107.9,2015-09-20T00:00:00,4,2.75,11.0,67.6,6,False,False,False,10.9,2,Санкт-Петербург,24327.0,5954.0,0.0,5000.0,2.0,515.0,1094,120881,в пределах города
21483,21483,11,3150000.0,30.7,2018-07-18T00:00:00,1,2.6,5.0,15.7,1,False,False,False,7.3,0,Санкт-Петербург,19775.0,15371.0,1.0,76.0,2.0,765.0,30,102605,в пределах города
21484,21484,15,5300000.0,55.0,2017-02-13T00:00:00,2,2.7,6.0,32.0,4,False,False,False,8.0,1,Санкт-Петербург,37848.0,12746.0,1.0,644.0,1.0,663.0,250,96363,в пределах города
21485,21485,15,4390000.0,42.8,2016-02-21T00:00:00,1,3.1,14.0,15.8,11,False,False,False,9.3,2,Санкт-Петербург,15674.0,15582.0,0.0,5000.0,1.0,640.0,332,102570,в пределах города
21486,21486,20,6800000.0,60.0,2018-10-02T00:00:00,2,2.5,3.0,34.0,3,False,False,False,9.1,0,Санкт-Петербург,21485.0,1384.0,1.0,347.0,2.0,82.0,120,113333,самый центр
21487,21487,8,8500000.0,90.0,2017-09-29T00:00:00,4,2.5,9.0,59.1,4,False,False,False,7.5,1,Санкт-Петербург,30003.0,7037.0,0.0,5000.0,1.0,153.0,29,94444,в пределах города
21489,21489,1,10379600.0,67.4,2018-03-15T00:00:00,2,2.75,14.0,36.0,12,False,False,False,12.35,2,Санкт-Петербург,27314.0,6017.0,1.0,658.0,3.0,592.0,34,154000,в пределах города
21492,21492,5,11900000.0,70.0,2017-08-08T00:00:00,2,3.0,6.0,40.0,2,False,False,False,12.0,0,Санкт-Петербург,51465.0,15116.0,0.0,5000.0,0.0,5000.0,120,170000,в пределах города
21493,21493,6,12000000.0,98.0,2017-09-27T00:00:00,3,3.4,2.0,68.0,2,False,False,False,10.0,0,Санкт-Петербург,21849.0,1325.0,0.0,5000.0,3.0,235.0,109,122448,самый центр
21494,21494,9,7850000.0,72.5,2017-11-10T00:00:00,2,3.1,4.0,47.2,3,False,False,False,8.4,0,Санкт-Петербург,26342.0,5044.0,3.0,171.0,1.0,774.0,188,108275,в пределах города
21495,21495,11,3300000.0,40.5,2017-04-27T00:00:00,1,2.6,19.0,18.84,18,False,False,False,12.25,1,Санкт-Петербург,34155.0,15319.0,0.0,5000.0,0.0,5000.0,29,81481,в пределах города
21497,21497,10,9300000.0,147.8,2017-11-29T00:00:00,4,3.24,5.0,108.0,4,False,False,False,10.8,0,Санкт-Петербург,19904.0,1579.0,3.0,441.0,3.0,157.0,225,62922,самый центр
21498,21498,6,4050000.0,34.0,2018-01-16T00:00:00,1,2.7,10.0,16.0,4,False,False,False,9.0,0,Санкт-Петербург,50355.0,15683.0,0.0,5000.0,0.0,5000.0,29,119117,в пределах города
21499,21499,15,3900000.0,60.0,2018-02-17T00:00:00,3,2.5,5.0,43.0,5,False,False,False,7.7,0,Колпино,24030.0,29816.0,0.0,5000.0,1.0,364.0,216,65000,область
21501,21501,10,5250000.0,29.6,2018-07-12T00:00:00,1,3.0,5.0,16.4,5,False,False,False,6.2,1,Санкт-Петербург,22481.0,2733.0,2.0,332.0,3.0,50.0,55,177364,центр
21502,21502,2,5100000.0,33.0,2018-07-08T00:00:00,1,2.5,22.0,17.0,9,False,False,False,6.0,0,Санкт-Петербург,9310.0,10644.0,2.0,516.0,0.0,5000.0,113,154545,в пределах города
21503,21503,15,13900000.0,108.0,2018-10-25T00:00:00,2,2.75,5.0,46.4,4,False,False,False,27.9,0,Санкт-Петербург,25278.0,5408.0,1.0,789.0,1.0,297.0,132,128703,в пределах города
21504,21504,17,6350000.0,65.5,2018-09-19T00:00:00,2,2.75,25.0,24.0,16,False,False,False,20.9,2,Санкт-Петербург,22735.0,11618.0,1.0,835.0,1.0,652.0,49,96946,в пределах города
21505,21505,9,4100000.0,35.3,2018-01-10T00:00:00,1,2.75,27.0,8.5,11,False,False,False,16.1,2,Санкт-Петербург,33977.0,15076.0,0.0,5000.0,0.0,5000.0,60,116147,в пределах города
21506,21506,9,3490000.0,35.0,2018-09-23T00:00:00,1,3.19,3.0,22.0,1,False,False,False,7.0,0,Санкт-Петербург,21613.0,3940.0,0.0,5000.0,3.0,358.0,15,99714,центр
21507,21507,2,3965000.0,35.7,2018-01-15T00:00:00,1,2.75,16.0,14.0,14,False,False,False,10.0,0,Санкт-Петербург,30135.0,8982.0,0.0,5000.0,0.0,5000.0,207,111064,в пределах города
21510,21510,1,40488000.0,144.6,2019-04-01T00:00:00,3,3.0,11.0,82.9,8,False,False,False,16.2,0,Санкт-Петербург,28282.0,6941.0,2.0,365.0,3.0,215.0,0,280000,в пределах города
21511,21511,7,7203654.0,48.0,2017-03-21T00:00:00,1,3.19,19.0,17.0,16,False,False,False,13.0,0,Санкт-Петербург,19325.0,4670.0,0.0,5000.0,1.0,436.0,218,150076,центр
21512,21512,11,5200000.0,36.0,2019-04-08T00:00:00,1,2.8,6.0,17.0,2,False,False,False,8.0,2,Санкт-Петербург,34071.0,12184.0,0.0,5000.0,0.0,5000.0,0,144444,в пределах города
21514,21514,8,2670000.0,32.0,2019-01-30T00:00:00,1,2.5,5.0,18.0,3,False,False,False,6.0,0,посёлок Металлострой,26441.0,28153.0,0.0,5000.0,0.0,5000.0,4,83437,область
21516,21516,14,4000000.0,32.6,2019-03-28T00:00:00,1,2.5,12.0,18.3,7,False,False,False,7.7,0,Санкт-Петербург,13037.0,9869.0,0.0,5000.0,0.0,5000.0,6,122699,в пределах города
21517,21517,12,6500000.0,52.0,2019-04-24T00:00:00,2,2.7,16.0,32.6,12,False,False,False,10.0,0,Санкт-Петербург,35712.0,12627.0,0.0,5000.0,1.0,1177.0,0,125000,в пределах города
21518,21518,16,4690000.0,40.0,2016-12-12T00:00:00,1,2.7,24.0,20.5,13,False,False,False,10.5,0,Санкт-Петербург,44012.0,9700.0,0.0,5000.0,0.0,5000.0,314,117250,в пределах города
21520,21520,0,7000000.0,78.2,2016-04-07T00:00:00,3,2.75,16.0,51.6,1,False,False,False,11.1,0,Санкт-Петербург,41935.0,9551.0,0.0,5000.0,0.0,5000.0,172,89514,в пределах города
21521,21521,13,6800000.0,49.0,2018-03-21T00:00:00,2,2.49,8.0,32.8,2,False,False,False,6.5,0,Санкт-Петербург,26911.0,5614.0,1.0,155.0,1.0,136.0,21,138775,в пределах города
21522,21522,4,4500000.0,43.7,2018-11-27T00:00:00,2,2.5,5.0,30.0,5,False,False,False,5.5,0,Санкт-Петербург,39730.0,11433.0,0.0,5000.0,0.0,5000.0,24,102974,в пределах города
21524,21524,7,4900000.0,57.0,2017-09-12T00:00:00,3,2.5,5.0,41.0,3,False,False,False,5.0,0,Пушкин,13801.0,25955.0,0.0,5000.0,0.0,5000.0,87,85964,область
21525,21525,9,3790000.0,45.3,2017-10-08T00:00:00,2,2.75,9.0,28.2,8,False,False,False,7.0,1,Санкт-Петербург,33230.0,13799.0,1.0,512.0,1.0,422.0,232,83664,в пределах города
21527,21527,4,4200000.0,45.8,2017-11-20T00:00:00,2,2.55,9.0,28.0,7,False,False,False,7.0,0,Санкт-Петербург,46277.0,13906.0,1.0,333.0,1.0,397.0,128,91703,в пределах города
21529,21529,9,4600000.0,46.0,2019-02-07T00:00:00,1,2.55,9.0,18.5,7,False,False,False,13.5,2,Санкт-Петербург,34491.0,14877.0,1.0,471.0,2.0,516.0,54,100000,в пределах города
21530,21530,8,3940000.0,31.23,2018-01-13T00:00:00,1,2.75,13.0,14.31,5,False,False,False,8.48,1,Санкт-Петербург,33831.0,14995.0,1.0,623.0,0.0,5000.0,222,126160,в пределах города
21531,21531,4,3820000.0,33.54,2018-12-17T00:00:00,1,2.68,12.0,15.85,5,False,False,False,10.15,0,Санкт-Петербург,20484.0,19489.0,0.0,5000.0,1.0,988.0,56,113893,область
21532,21532,11,10500000.0,86.0,2019-03-14T00:00:00,3,2.5,14.0,49.0,8,False,False,False,14.0,0,Санкт-Петербург,10590.0,13966.0,0.0,5000.0,0.0,5000.0,0,122093,в пределах города
21533,21533,5,4800000.0,54.1,2019-03-22T00:00:00,3,2.5,5.0,37.9,4,False,False,False,5.2,0,Санкт-Петербург,40457.0,9717.0,2.0,656.0,0.0,5000.0,0,88724,в пределах города
21538,21538,0,7300000.0,62.4,2018-09-17T00:00:00,2,2.7,16.0,33.0,8,False,False,False,18.0,0,Санкт-Петербург,30571.0,11470.0,1.0,721.0,0.0,5000.0,147,116987,в пределах города
21539,21539,16,8490000.0,59.6,2018-11-01T00:00:00,3,3.02,6.0,37.7,6,False,False,False,8.5,0,Санкт-Петербург,21727.0,4515.0,0.0,5000.0,1.0,76.0,0,142449,центр
21540,21540,20,3200000.0,31.9,2019-03-24T00:00:00,1,2.5,9.0,18.8,2,False,False,False,6.3,0,Петергоф,45497.0,34907.0,0.0,5000.0,0.0,5000.0,0,100313,область
21541,21541,6,18500000.0,110.0,2018-08-03T00:00:00,2,3.0,6.0,72.0,5,False,False,False,10.0,0,Санкт-Петербург,20203.0,3943.0,1.0,559.0,1.0,346.0,12,168181,центр
21544,21544,10,14400000.0,105.3,2017-02-17T00:00:00,3,3.06,6.0,57.2,3,False,False,False,19.2,0,Санкт-Петербург,27154.0,5856.0,1.0,350.0,1.0,178.0,643,136752,в пределах города
21545,21545,12,12150000.0,84.1,2018-11-27T00:00:00,3,2.7,15.0,36.4,10,False,False,False,28.56,2,Санкт-Петербург,29693.0,8632.0,2.0,729.0,2.0,356.0,90,144470,в пределах города
21547,21547,19,11800000.0,90.0,2019-04-15T00:00:00,3,3.0,16.0,47.0,10,False,False,False,20.0,0,Санкт-Петербург,38642.0,12548.0,0.0,5000.0,0.0,5000.0,0,131111,в пределах города
21549,21549,0,9680000.0,88.5,2016-11-30T00:00:00,3,2.68,6.0,53.5,1,False,False,False,28.0,0,Санкт-Петербург,53300.0,17793.0,0.0,5000.0,2.0,381.0,481,109378,область
21550,21550,14,4100000.0,41.4,2018-11-16T00:00:00,1,2.8,18.0,21.0,18,False,False,False,12.0,2,Санкт-Петербург,10823.0,14782.0,0.0,5000.0,0.0,5000.0,25,99033,в пределах города
21551,21551,1,4350000.0,50.0,2017-10-20T00:00:00,2,2.68,27.0,25.0,20,False,False,False,10.0,0,посёлок Парголово,54029.0,20206.0,0.0,5000.0,0.0,5000.0,45,87000,область
21553,21553,13,4000000.0,47.0,2016-07-05T00:00:00,2,2.68,9.0,28.0,2,False,False,False,6.0,0,Санкт-Петербург,44827.0,18398.0,0.0,5000.0,1.0,281.0,42,85106,область
21554,21554,19,4950000.0,46.32,2019-02-19T00:00:00,2,2.6,9.0,30.0,6,False,False,False,6.1,0,Санкт-Петербург,13491.0,14570.0,0.0,5000.0,1.0,797.0,0,106865,в пределах города
21558,21558,7,3758556.0,34.9,2018-08-01T00:00:00,1,2.68,7.0,12.71,5,False,False,False,11.71,0,Санкт-Петербург,54723.0,19216.0,1.0,434.0,1.0,429.0,45,107695,область
21560,21560,18,5990000.0,71.0,2018-03-19T00:00:00,2,2.6,10.0,39.4,4,False,False,False,12.6,2,Санкт-Петербург,36144.0,16446.0,0.0,5000.0,2.0,718.0,25,84366,в пределах города
21561,21561,20,14343480.0,93.2,2018-02-17T00:00:00,2,3.0,13.0,41.17,2,False,False,False,18.34,0,Санкт-Петербург,39946.0,10720.0,1.0,2102.0,3.0,303.0,251,153900,в пределах города
21562,21562,1,2800000.0,34.0,2017-12-06T00:00:00,1,2.75,9.0,18.0,4,False,False,False,6.3,0,Санкт-Петербург,46481.0,16088.0,0.0,5000.0,0.0,5000.0,10,82352,в пределах города
21563,21563,12,3349000.0,36.0,2018-08-05T00:00:00,1,2.6,12.0,21.3,10,False,False,False,7.2,0,Санкт-Петербург,37153.0,11468.0,0.0,5000.0,0.0,5000.0,3,93027,в пределах города
21564,21564,6,3900000.0,40.0,2018-01-08T00:00:00,1,2.75,16.0,20.0,16,False,False,False,10.0,0,Санкт-Петербург,32654.0,13502.0,0.0,5000.0,0.0,5000.0,232,97500,в пределах города
21565,21565,15,7100000.0,93.6,2017-10-03T00:00:00,3,2.75,6.0,49.2,2,False,False,False,10.0,0,Санкт-Петербург,26614.0,5317.0,1.0,140.0,0.0,5000.0,339,75854,в пределах города
21566,21566,1,6100000.0,73.0,2019-03-18T00:00:00,3,2.68,9.0,42.0,9,False,False,False,12.0,1,Ломоносов,46502.0,49927.0,0.0,5000.0,1.0,672.0,3,83561,область
21567,21567,7,4130000.0,41.0,2016-03-19T00:00:00,1,2.75,24.0,19.2,20,False,False,False,10.5,0,Санкт-Петербург,37948.0,14769.0,0.0,5000.0,0.0,5000.0,91,100731,в пределах города
21568,21568,11,3800000.0,39.0,2019-04-05T00:00:00,1,2.68,12.0,20.0,2,False,False,False,10.0,0,Санкт-Петербург,21188.0,22900.0,0.0,5000.0,2.0,329.0,0,97435,область
21570,21570,7,6700000.0,77.5,2018-10-27T00:00:00,3,2.6,18.0,47.2,10,False,False,False,13.9,0,Санкт-Петербург,15114.0,12702.0,0.0,5000.0,0.0,5000.0,27,86451,в пределах города
21571,21571,6,4000000.0,39.0,2017-04-11T00:00:00,1,2.75,16.0,17.6,7,False,False,False,10.3,0,Санкт-Петербург,50268.0,13538.0,3.0,618.0,1.0,411.0,191,102564,в пределах города
21574,21574,13,12300000.0,120.0,2018-09-21T00:00:00,4,3.1,4.0,78.0,4,False,False,False,14.0,0,Санкт-Петербург,20641.0,772.0,2.0,605.0,2.0,110.0,0,102500,самый центр
21577,21577,10,5350000.0,39.4,2017-09-13T00:00:00,1,2.75,12.0,15.0,4,False,False,False,10.3,2,Санкт-Петербург,39946.0,10720.0,1.0,2102.0,3.0,303.0,8,135786,в пределах города
21578,21578,8,3600000.0,42.44,2018-09-28T00:00:00,1,2.75,18.0,18.79,6,False,False,False,11.0,0,Санкт-Петербург,32158.0,8297.0,0.0,5000.0,1.0,564.0,20,84825,в пределах города
21579,21579,8,6550000.0,63.0,2015-11-27T00:00:00,3,2.6,9.0,40.0,4,False,False,False,10.0,1,Санкт-Петербург,33792.0,14093.0,1.0,310.0,2.0,367.0,417,103968,в пределах города
21582,21582,5,3250000.0,34.7,2016-05-04T00:00:00,1,2.68,23.0,15.9,21,False,False,False,8.1,0,посёлок Шушары,12932.0,18718.0,0.0,5000.0,0.0,5000.0,45,93659,область
21583,21583,15,46000000.0,129.0,2017-02-07T00:00:00,3,3.0,10.0,51.0,8,False,False,False,35.0,2,Санкт-Петербург,26933.0,5780.0,1.0,625.0,1.0,283.0,665,356589,в пределах города
21584,21584,10,4000000.0,45.0,2018-08-28T00:00:00,2,2.5,5.0,28.2,5,False,False,False,5.3,0,Санкт-Петербург,51270.0,12080.0,1.0,674.0,1.0,916.0,45,88888,в пределах города
21587,21587,9,5950000.0,64.5,2018-02-27T00:00:00,3,2.7,14.0,42.1,8,False,False,False,10.4,2,Санкт-Петербург,14762.0,10568.0,0.0,5000.0,1.0,935.0,352,92248,в пределах города
21588,21588,20,9300000.0,65.6,2018-06-21T00:00:00,2,3.2,7.0,34.0,4,False,False,False,14.0,0,Санкт-Петербург,26086.0,4788.0,2.0,161.0,0.0,5000.0,39,141768,центр
21593,21593,16,11000000.0,131.3,2017-06-21T00:00:00,6,3.0,4.0,104.8,2,False,False,False,8.9,0,Санкт-Петербург,25275.0,3850.0,1.0,364.0,0.0,5000.0,480,83777,центр
21594,21594,9,5000000.0,46.11,2019-01-11T00:00:00,2,2.6,5.0,30.62,5,False,False,False,6.58,0,Санкт-Петербург,27396.0,8153.0,0.0,5000.0,1.0,893.0,102,108436,в пределах города
21596,21596,20,13400000.0,102.0,2017-09-15T00:00:00,3,2.75,25.0,50.7,12,False,False,False,15.5,0,Санкт-Петербург,36421.0,9176.0,1.0,805.0,0.0,5000.0,157,131372,в пределах города
21597,21597,2,4700000.0,72.0,2016-09-11T00:00:00,3,2.8,13.0,30.5,4,False,False,False,10.0,1,Санкт-Петербург,51678.0,14945.0,0.0,5000.0,2.0,580.0,407,65277,в пределах города
21599,21599,12,6200000.0,51.0,2017-08-27T00:00:00,2,2.68,35.0,27.0,13,False,False,False,19.0,0,Санкт-Петербург,18732.0,20444.0,0.0,5000.0,3.0,80.0,0,121568,область
21600,21600,8,15000000.0,110.0,2019-02-26T00:00:00,3,3.1,5.0,67.0,5,False,False,False,16.0,0,Санкт-Петербург,24266.0,4834.0,1.0,185.0,0.0,5000.0,46,136363,центр
21602,21602,4,12054000.0,78.15,2016-03-13T00:00:00,3,2.84,9.0,46.5,6,False,False,False,14.85,2,Санкт-Петербург,27370.0,6072.0,1.0,763.0,3.0,587.0,219,154241,в пределах города
21604,21604,4,6090000.0,77.46,2018-01-10T00:00:00,3,2.7,9.0,47.53,4,False,False,False,11.95,1,Сестрорецк,55494.0,32515.0,0.0,5000.0,1.0,932.0,60,78621,область
